budt;mist;mistt;zaplf;koplf
101;1;vedoucí řidič (102);;
101;2;bývalá čekárna LPS (102);;
101;3;pokoj řidiči 1 (102);;
101;4;primář ZS (102);;
101;5;lékař. pokoj I (102);;
101;6;lékař. pokoj II (102);;
101;7;stan. sestra (102);;
101;8;pokoj sestry (102);;
101;9;THP (199);;
101;10;pokoj řidiči 2 (102);;
101;11;společenská místnost (102);;
101;12;úklid (102);;
101;13;WC pacienti (102);;
101;14;chodba (102);;
101;15;garáž 151 (102) - převedeno 101/6719, uzavřeno;;1.12.2022
101;16;pokoj řidiči RV (102);;
101;17;WC muži (102);;
101;18;WC ženy (102);;
101;19;sklad (102);;
101;20;místnost (102);;
101;21;šatna muži (102);;
101;22;šatna ženy (102);;
101;23;garáž (102);;
101;28;přístroje (102);;
101;29;garáž 158 (102) - převedeno 101/6720, uzavřeno;;1.12.2022
101;30;garáž 152 5SE 8606(102) převod 101/8606, uzavřeno;;1.12.2022
101;31;garáž 150 Kodiaq 4SY 8120 (102) - převod 101/8120;;1.12.2022
101;32;Kodiaq 4SY 8120 FZŠ -převedeno 101/8120, uzavřeno;;1.11.2022
101;1840;VW Tiguan 3SL 1840 RV, ZKL150, FZŠ;1.9.2022;
101;6719;VW Transp 3SU 6719 RZP, ZKL151, převod 701 03/24;1.11.2022;
101;6720;VW Transp 3SU 6720 RZP2, ZKL158;1.11.2022;
101;7594;Škoda Octavia 2ST 7594, REF RA;1.9.2024;
101;8120;Šk.Kodiaq 4SY 8120 RV, ZKL150, převod 401 04/23;1.11.2022;1.5.2023
101;8407;Šk.Octavia Combi 1SB 8407 přev.do ADBN 08/24;1.11.2022;1.9.2024
101;8563;Škoda Yeti 1SU 8563 (REF);1.10.2025;
101;8589;VW Transp 6SF 8589 RZP1, ZKL151, sanita C IROP921;1.12.2023;
101;8606;VW Transp 3SE 8606 RZP, ZKL152, znovu od 10/24;1.11.2022;
104;1;kuchyňka (104);;1.9.2022
104;2;pokoj č. 1 (104);;1.9.2022
104;3;sklad (104);;1.9.2022
104;4;šatna (104);;1.9.2022
104;5;sprcha (104);;1.9.2022
104;6;garáž (104);;1.9.2022
104;7;přístroje (104);;1.9.2022
104;8;WC (104);;1.9.2022
104;9;pokoj č. 2 (104);;1.9.2022
104;2928;VW Transp 5SJ 2928 RZP, ZKL153, převod 114 09/22;1.5.2022;1.9.2022
105;1;chodba (105);;
105;2;pokoj řidičů (105);;
105;3;pokoj sester (105);;
105;4;pokoj lékařů (105);;
105;5;denní místnost (105);;
105;7;čistící místnost (105);;
105;8;WC nové (105);;
105;10;kuchyně (105);;
105;11;sklad léků, materiálu (105);;
105;12;-----;;
105;13;VW Transp 4SF 0523 přev.105/0523, uzavřeno;;1.12.2022
105;100;před a kolem budovy Masarykova;1.10.2024;
105;107;chodba přízemí;1.9.2024;
105;109;prádelna a sušárna;1.9.2024;
105;110;dekontaminační místnost;1.9.2024;
105;111;WC;1.9.2024;
105;113;sklad SZM;1.9.2024;
105;114;garáž;1.9.2024;
105;115;odpad;1.9.2024;
105;116;kotelna;1.9.2024;
105;117;sklad;1.9.2024;
105;213;chodba 1NP;1.9.2024;
105;214;pokoj sestra;1.9.2024;
105;215;šatna ženy;1.9.2024;
105;216;pokoj řidič;1.9.2024;
105;217;úklid;1.9.2024;
105;218;denní místnost;1.9.2024;
105;219;WC ženy;1.9.2024;
105;220;WC muži;1.9.2024;
105;221;šatna muži;1.9.2024;
105;222;koupelna;1.9.2024;
105;0523;VW Transp 4SF 0523 RZP, ZKL115, převod 903 05/24;1.12.2022;1.8.2024
105;8592;VW Transp 6SF 8592 RZP, ZKL114, sanita C IROP921;1.12.2023;
106;1;společenská místnost (106);;
106;2;dekontaminace (106);;
106;3;pokoj - řidiči (106);;
106;4;prádelna, koupelna (106);;
106;5;kuchyň, chodba (106);;
106;6;přístroje, garáž (106);;
106;7;budova (106);;
106;8;nový prostor (106);1.7.2022;
106;0525;VW Transp 4SF 0525 RZP, ZKL154;1.11.2022;
107;0;objekt a před objektem;1.11.2023;
107;1;čistící místnost;1.9.2023;
107;2;chodba + příslušenství;1.9.2023;
107;3;společenská místnost;1.9.2023;
107;4;šatna;1.9.2023;
107;5;sklad;1.9.2023;
107;6;pokoj ženy;1.9.2023;
107;7;pokoj muži;1.9.2023;
107;8;garáž;1.9.2023;
107;8606;VW Transp 3SE 8606 RZP, ZKL152, přev.RA 10/24;1.11.2023;1.12.2024
107;8993;VW Crafter 7J5 8993 RZP novorozenci, ZKL155;1.8.2024;
114;1;společenská místnost;;
114;2;pokoj řidič;;
114;3;pokoj sestra;;
114;4;kuchyň, WC;;
114;5;koupelna + techn. místnost;;
114;6;garáž + techn. místnost;;
114;7;přístroje;;
114;2928;VW Transp 5SJ 2928 RZP, ZKL153, sanita B IROP921;1.9.2022;
200;0;venku na pozemku;;
200;1;denní místnost (201);;
200;2;pokoj řidičů RV (201);;
200;9;řidiči RZP 2 (201);;
200;10;řidiči RZP 1 (201);;
200;11;server (251);;
200;12;úklid přízemí (251);;
200;13;WC dámy přízemí (201);;
200;14;WC páni přízemí (201);;
200;15;garáže RZP (201);;
200;16;výměník (251);;
200;17;posilovna 2 (201);;
200;18;denní místnost - počítače (201);;
200;19;uklízečka (201);;
200;20;šatna úklid (251);;
200;22;kuchyňka (201);;
200;23;učebna (270);;
200;24;primář (251);;
200;25;vrchní sestra (251);;
200;26;THP (251);;
200;27;vedoucí řidičů (251);;
200;28;archiv 1  (251);;
200;29;pokoj lékařek (201);;
200;30;pokoj sester RZP 1 (201);;
200;31;pokoj sester RZP 2 (201);;
200;32;pokoj lékařů (201);;
200;33;úklid 1.p. (251);;
200;34;WC dámy 1. p. (251);;
200;35;WC páni 1. p. (251);;
200;36;VW Tr. 9S5 06 78 (201) (auto vyř.05/2022);;1.5.2022
200;37;RV Yeti 2ST 7674 (201) převod 701/1001 v 01/2021;;1.6.2023
200;38;VW T5 3SY 7314 pův. 2SD 2568 vyř.17.7.23;;1.8.2023
200;39;VW T5 2SD 2593 (201), ukončeno;;1.5.2025
200;43;prádelna;;
200;50;garáž (201);;
200;51;myčka (201);;
200;52;dílna (201);;
200;53;sklad (201);;
200;54;sklad kyslíku (201);;
200;59;hlavní chodba přízemí (251);;
200;60;vchod přízemí (251);;
200;61;býv. ordinace LPS (201);;
200;62;býv. pokoj sester LPS (201);;
200;63;býv. pokoj lékaře LPS (201);;
200;64;býv. čekárna LPS (201);;
200;65;býv. WC LPS (201);;
200;66;sklad sester RLP (201);;
200;67;sklad vrchní sestry (201);;
200;68;sklad RLP (201);;
200;69;dekontaminační místnost (201);;
200;70;Mercedes 2S4 4030 (201);;1.6.2023
200;71;Mercedes MEM 20 72 (201);;1.6.2023
200;72;MB 3S8 5400 (201);;1.6.2023
200;73;2SD 2567 (201) - nová 200/2567-uzavřeno;;1.2.2023
200;74;Škoda Karoq 4ST 7503-nová.míst.200/7503;;1.1.2023
200;75;MB MEA 38-19 (201);;1.6.2023
200;76;Octavia KHH 85-25 (251) (auto vyř.06/2022);;1.6.2022
200;77;R. Rover;;1.6.2023
200;78;Octavia 9S8 1474 (251)-převod na 200/1907,uzavřeno;;1.12.2022
200;79;Crafter 4SY 8123-převod míst.200/8123-uzavřeno;;1.12.2022
200;80;sanitní vozy k vyřaz., přeřazení (901);;
200;81;člun SUNBIRD CROSAIR a přívěs 5S2 2491 (záložní);;
200;82;-----;;1.6.2023
200;83;-----;;1.6.2023
200;84;MB MEM 20-72;;1.6.2023
200;85;-----;;1.6.2023
200;86;-----;;1.6.2023
200;87;-----;;1.6.2023
200;88;kancelář na OÚ Mělník;;
200;89;sklad EDEKA;;
200;90;ASČR Praha - západ;;
200;91;-----;;1.6.2023
200;92;chodba - 1. patro;;
200;93;-----;;1.6.2023
200;94;VW 7S0 7063;;1.6.2023
200;95;VW Transp. 5SE 8608-nová 200/8608-uzavřeno;;1.2.2023
200;101;RZP1;1.5.2023;
200;102;RZP2;1.5.2023;
200;103;RZP3;1.5.2023;
200;105;k vyřazení (THP Mělník);1.5.2023;
200;109;RV přenosná výbava;1.11.2023;
200;201;BioHazard Team (BHT);1.6.2025;
200;1907;Š.Octavia 8S4 1907, REF ME (251), převod do ADBN;1.12.2022;
200;2567;VW Transporter 2SD 2567 (ZKL218) do ADBN 03/24;1.1.2023;1.1.2025
200;2607;VW Transporter 5SJ 2607 / ZKL212, sanita B IROP921;1.5.2022;
200;6322;Škoda Octavia 3SI 6322, REF Mělník;1.12.2024;
200;7503;Škoda Karoq 4ST 7503 / ZKL210, FZŠ;1.1.2023;
200;8123;VW Crafter 4SY 8123 / ZKL219, HPO Mělník;1.12.2022;
200;8608;VW Transporter 5SE 8608 / ZKL211;1.1.2023;
201;1;kuchyně;;
201;2;denní místnost;;
201;3;čekárna;;
201;4;ordinace;;
201;5;sesterna (pův. LPS);;
201;6;pokoj lékařek;;
201;7;pokoj lékařů;;
201;8;sesterna;;
201;9;pokoj řidičů RLP;;
201;10;pokoj řidičů DNRR;;
201;11;vstup;;
201;12;chodba před garáží;;
201;13;šatna pro uklízečky;;
201;14;úklidová komora;;
201;15;přípravna;;
201;16;sklad RLP;;
201;17;sklad (pův. LPS);;
201;18;inhalace;;
201;19;WC;;
201;20;zahradní bouda;;
201;21;garáž Neratovice;;
201;22;budova a její okolí;;
201;77;R. Rover;;
201;88;VW Transp. 3SU 6709 - nová 201/6709-uzavřeno;;1.2.2023
201;89;Mercedes 3S8 54-00;;1.6.2023
201;90;Mercedes MEJ 66-29;;1.6.2023
201;91;VW T5 2SD 2568 vyřazeno;;1.6.2023
201;92;VW T5 2SD 2567 (je  v ADBN);;1.10.2025
201;100;Spolana;;
201;104;RZP4 Neratovice;1.5.2023;
201;200;DD Neratovice;;
201;6709;VW Transporter 3SU 6709 / ZKL215, přev.ADBN 10/25;1.1.2023;
201;8605;VW Transporter 6SF 8605 / ZKL215 sanita C IROP921;1.12.2023;
202;1;LPS sestry;;
202;2;řidiči RZP4;;
202;3;řidiči RZP3;;
202;4;sklad léků;;
202;5;místnost 17 šatna;;
202;6;místnost 07 lékařký pokoj LPS;;
202;7;řidič RZP2;;
202;8;místnost 10 prov.tech. vedoucí;;
202;9;řidič RZP1;;
202;10;školící místnost (dříve 12 ekonom);;
202;11;sestry RZP4;;
202;12;sestry RZP1;;
202;13;sestry RZP3;;
202;14;místnost 113 jídelna;;
202;15;společenská místnost RLP;;
202;16;lékařský pokoj RLP;;
202;17;vrchní sestra (pův. šatna lékaři);;
202;18;místnost 103 lékařský pokoj, 2 lékaři;;
202;19;pokoj primář;;
202;20;nová učebna (býv. zázemí ZOS);;
202;21;staré RLP M.B.;;
202;22;staré LPS M. B.;;
202;23;sklad materiál;;
202;24;pozemky;;
202;25;WC LPS;;
202;26;WC;;
202;27;čekárna LPS + zubní LPS;;
202;28;mandlovna;;
202;29;Mercedes 3S5 05-86 - ukončeno;;1.11.2022
202;30;Mercedes 3S8 55-95 - ukončeno;;1.11.2022
202;31;Yeti 1SU 8562 - ukončeno;;1.11.2022
202;32;VW T5 2SD 2592 ZKL258 - vyřazeno 01/2022;;1.2.2024
202;33;VW MBN 69-69 - ukončeno;;1.11.2022
202;34;VW 8S6 3658 (pův. 6S6 5123) - ukončeno;;1.11.2022
202;35;VW MBM 48-80 - ukončeno;;1.11.2022
202;36;3koda Fabia 1SR 7186 (auto vyř.08/2022);;1.8.2022
202;37;Škoda Forman  MBI 35-53 - ukončeno;;1.11.2022
202;38;kuchyň RLP;;
202;39;pracovna sester služebna;;
202;40;řidiči RV (býv. studovna);;
202;41;kuchyňka - sestry RZP2 (dříve studovna);;
202;42;WC u lékařů RLP;;
202;43;WC u dispečinku;;
202;44;sprcha vedle ZOS;;
202;45;sprcha vedle LPS;;
202;46;ordinace LPS;;
202;47;čistička;;
202;48;sklep;;
202;49;garáže;;
202;50;dvůr;;
202;51;VW 7S0 7033 - ukončeno;;1.11.2022
202;52;VW 9S5 0681 (auto vyř.10/2022-DS NS);;1.10.2022
202;53;VW T5 2SD 2574 - ukončeno;;1.11.2022
202;54;VW T5 2SD 2575 - ukončeno;;1.11.2022
202;55;VW T5 2SD 2599 ZKL255 - nová m.2599, ukončeno;;1.12.2022
202;56;Yeti 2SL 4214 RV - ukončeno;;1.11.2022
202;57;Škoda Yeti 3SE 9089 - ukončeno;;1.11.2022
202;58;VW Transp. 3SU 6701 ZKL251 IOP-nová m.6701, ukonč.;;1.12.2022
202;59;VW Transp. 4SB 9177 ZKL252 IOP-přev.701/701/1020;;1.12.2022
202;60;VW Transp. 3SJ 4532 (pův. 3SU 6703) nová m.,ukonč.;;1.12.2022
202;61;garáže s myčkou;;
202;63;Yeti 4SA 7360 ZKL250 FZŠ, prázdné, uzavřeno;;1.2.2024
202;64;Škoda Kodiaq 4ST 7505 - nová m.7505, ukončeno;;1.12.2022
202;65;VW Transp. 5SE 8607-nová m.8607, ukončeno;;1.12.2022
202;66;chodba přízemí;1.10.2023;
202;1676;Š.Octavia 9S8 1676 REF Ml.Bol. (203);1.12.2022;
202;2599;VW T5 2SD 2599  ZKL255 (203);1.12.2022;
202;2823;MAN TGE 7SF 2810 - MB;1.3.2026;
202;3428;VW Transporter 5SJ 3428 / ZKL252 sanita B IROP921;1.5.2022;
202;4532;VW Transp. 3SJ 4532,  ZKL254, 03/24 do ADBN;1.12.2022;1.3.2024
202;6701;VW Transp. 3SU 6701 ZKL251 IOP (203) do ADBN03/24;1.12.2022;1.3.2024
202;7505;Škoda Kodiaq 4ST 7505 ZKL250, RV Ml.Bol.(203);1.12.2022;1.5.2025
202;8455;VW 7HC kombi 6SU 8455 ZKL250, RV Ml.Bol.(203);1.2.2025;
202;8597;VW Transporter 6SF 8597 / ZKL254 sanita C IROP921;1.12.2023;
202;8607;VW Transp. 5SE 8607 ZKL258 (203);1.12.2022;
202;vp4903;MB Sprinter 1BI 4903 - výpůjčka od ZZS JMK;1.10.2025;
204;1;chodba;1.6.2022;
204;2;kuchyň;1.6.2022;
204;3;pokoj řidiči;1.6.2022;
204;4;pokoj sestry;1.6.2022;
204;5;služební místnost;1.6.2022;
204;6;sklad a čistička;1.6.2022;
204;7;prádelna a sušárna;1.6.2022;
204;3428;VW Transporter 5SJ 3428 / ZKL252 sanita B IROP921;1.4.2024;
205;1;denní místnost;;
205;2;vrátnice;;
205;3;telefon. ústředna;;
205;4;VW 8S6 3658 - vyřazeno 03/2013;;1.2.2024
205;5;budovy, okolí;;
205;6;sklad a čistička;1.7.2025;
205;8598;VW Transporter 6SF 8598 / ZKL251 sanita C IROP921;1.12.2023;
301;1;vrchní sestra;;
301;2;primář;;
301;3;řidiči RV;;
301;4;sklad - úklid;;
301;5;lékaři;;
301;6;šatna řidičů;;
301;7;THP (inv. úsek 351);;
301;8;řidiči RZP;;
301;9;šatna sestry;;
301;10;chodba;;
301;11;sestry;;
301;12;denní místnost;;
301;13;školící místnost;;
301;14;garáže a dekontaminace;;
301;23;kuchyňka;;
301;24;sklady;;
301;29;VW 7S6 8653 (voz.zapůjčeno 902/443, prázdná míst.);;1.11.2022
301;30;budova Žižkova Kolín;;
301;33;VW T5 2SD 2560 / 378 přev.míst.2560;;1.11.2022
301;36;ústředna;;
301;37;Kazda Milan;;
301;38;Šedivka Ondřej;;
301;39;Yeti 3SY 1350;;1.2.2024
301;40;VW Transp. 3SU 6619/372 IOP přev.míst.6619;;1.11.2022
301;41;VW Transp. 3SU 6621/371 IOP přev.míst.6621;;1.11.2022
301;42;VW Transp. 3SU 6620/373 IOP přev.míst.6620;;1.11.2022
301;43;Škoda Fabia 4SF 0514 (auto vyř.05/2022);;1.5.2022
301;44;Škoda Kodiaq 4ST 7504 (převedeno 408/10);;1.2.2024
301;45;VW Transp. 8S9 9474 (621) přev.míst.9474;;1.11.2022
301;xxxx;předpokládané vozidlo inspektorů Kolín od 09/24;1.8.2024;1.5.2025
301;2560;VW T5 2SD 2560 (ZKL 378) přev.ADBN 10/24;1.11.2022;1.10.2024
301;2800;MAN TGE 7SF 2798 - KO;1.3.2026;
301;3437;Škoda Octavia 3SJ 3437, REF Kolín;1.12.2024;
301;4502;Toyota RAV4  5SJ 4502 RV Kolín;1.2.2022;
301;4976;VW Transp 3SZ 4976 RZP, ZKL378;1.9.2024;
301;5649;Yeti 3SN 5649, RV;1.11.2024;
301;6619;VW Transp. 3SU 6619/372 IOP - VYPRÁZDNIT;1.11.2022;
301;6620;VW Transp. 3SU 6620/373 IOP (ZKL 373);1.11.2022;
301;6621;VW Transp. 3SU 6621/371 IOP převod 701;1.11.2022;
301;7505;Škoda Kodiaq 4ST 7505, inspektoři Kolín;1.5.2025;
301;8563;Škoda Yeti 1SU 8563 (REF);1.11.2022;
301;8583;VW Transporter 6SF 8583 / ZKL371 sanita C IROP921;1.12.2023;
301;8607;VW Transporter 6SF 8607 / ZKL372 sanita C IROP921;1.12.2023;
301;9474;VW Transp. 8S9 9474 (ZKL 379);1.11.2022;
302;1;společenská místnost;;
302;2;kuchyň;;
302;3;úseková sestra;;
302;4;sestry;;
302;5;lékařský pokoj;;
302;6;odkládací místnost;;
302;7;mycí místnost;;
302;8;řidiči;;
302;9;šatna;;
302;10;prádelna;;
302;11;sklad u kuchyně;;
302;12;sklad zdravotnický;;
302;13;chodba RLP;;
302;15;sanity;;
302;16;garážový přístřešek;;
302;17;VW Transp. 3SU 6618 IOP (přev.701/1015);;1.2.2024
302;18;VW Transp. 5SB 1802 (přev.míst.1802);;1.11.2022
302;1802;VW Transp. 5SB 1802 (ZKL 615) Č.Brod-převod 701;1.11.2022;1.11.2025
302;4817;VW Transp 6SR 4817, ZKL375, sanita C 2024, IROP925;1.11.2024;
303;1;šatna;;
303;2;provozní místnost;;
303;3;pokoj vedoucího lékaře;;
303;4;pokoj lékařů;;
303;5;řidiči RLP;;
303;6;společenská místnost;;
303;7;sestry RLP;;
303;8;staniční sestra;;
303;9;úklid;;
303;10;chodba budovy;;
303;13;VW T5 2SD 2580 přev.701/973 v 05/2016, prázdné;;1.10.2022
303;14;VW Transp. 3SJ 3451 ZPV616 IOP, přev.701,uzavřeno;1.11.2018;1.2.2024
303;2590;VW Transporter 5SJ 2590 / ZKL374 sanita B IROP921;1.5.2022;
304;1;Vedoucí lékař;;
304;2;Staniční sestra;;
304;3;Ekonomický úsek + chodba;;
304;4;Lékařský pokoj;;
304;5;Kuchyň+chodba;;
304;6;Sklad zdr. materiálu;;
304;7;Vedoucí dopravy;;
304;8;Sklad prádla;;
304;9;Sestra LPS;;
304;10;Sestra I;;
304;11;Sestra II;;
304;12;Chodbička u sester;;
304;13;Řidič I;;
304;14;Řidič II;;
304;15;Ordinace bývalé LPS;;
304;16;Čekárna bývalé LPS;;
304;17;Koupelna;;
304;18;Denní místnost;;
304;19;Dispečink;;
304;20;Denní místnost dispečink;;
304;21;Doktor I;;
304;22;Doktor II;;
304;23;Schodiště;;
304;24;Sklad;;
304;25;Hlavní chodba;;
304;26;Velká garáž;;
304;27;Malá garáž;;
304;28;VW T5 2SD 2585-ukončeno, převod 701/976;;1.4.2023
304;29;klec pro kyslíkové láhve;;
304;30;dekontaminační místnost;;
304;31;-----;;
304;32;-----;;
304;33;Škoda Karoq 4ST 7500 - nová m.7500, uzavřeno;;1.12.2022
304;34;MB 3S8 5583 - vyřazeno 2013;;1.1.2023
304;35;VW Transp. 3SU 6716 (311) převod na 701, uzavřeno;;1.4.2023
304;36;VW Transp. 5SB 1521 pův.3SU 6717 (312), uzavřeno;;1.2.2024
304;37;Octavia 2S8 9674-nová místn.304/9674 od 12/22;;1.12.2022
304;38;VW 6S6 4847 - vyřazeno 2019;;1.1.2023
304;39;Vacek Karel;;
304;40;VW T5 2SD 2565 - převod DBN 05/2016;;1.1.2023
304;41;Juláková Martina;;
304;42;Martínková Aneta;;
304;43;RV Yeti 1SU 8564 - převedeno ADBN;;1.3.2023
304;44;garáž RV;;
304;2902;VW Transporter 5SJ 2902 / ZKL311 sanita B IROP921;1.5.2022;
304;3178;VW Transporter 5SJ 3178 / ZKL312 sanita B IROP921;1.5.2022;
304;3711;Škoda Yeti 1SK 3711 (304), převod do ADBN;1.3.2023;1.1.2025
304;5707;Škoda Octavia 2SZ 5707;1.12.2024;
304;6710;VW 3SU 6710;1.10.2022;
304;7500;Škoda Karoq 4ST 7500 RV NB, přev.Zdiby 06/24;1.12.2022;1.6.2024
304;8469;Škoda Karoq 6SL 8469 RV NB, ZKL310, FZŠ;1.6.2024;
304;9674;Octavia 2S8 9674 REF Nymburk - převod na 701;1.12.2022;1.5.2023
305;1;Kuchyň;;1.3.2023
305;2;Lékárna;;1.3.2023
305;3;Pokoj lékařů;;1.3.2023
305;4;Sestry;;1.3.2023
305;5;Chodba;;1.3.2023
305;6;Ordinace;;1.3.2023
305;7;Řidiči;;1.3.2023
305;8;Denní místnost;;1.3.2023
305;9;Sklad;;1.3.2023
305;10;Sanity;;1.3.2023
305;11;před budovou;;1.3.2023
305;12;p. Karásek;;1.3.2023
305;13;VW T5 2SD 2566 - prázdné, uzavřeno;;1.1.2023
305;14;MUDr. Julák;;1.3.2023
305;15;garážové stání nové;;1.3.2023
306;1;pokoj lékaře;;
306;2;pokoj sester;;
306;3;společenská místnost;;
306;4;chodba;;
306;5;pokoj řidičů;;
306;6;čistící místnost;;
306;7;sklad;;
306;8;koupelna;;
306;9;MB NBH 78-98 (auto vyř.05/2022);;1.5.2022
306;10;budova Masarykova 214;;
306;11;-----;;
306;12;p. Hlaváček;;
306;13;VW T5 2SD 2595 - prázdné, uzavřeno;;1.1.2023
306;14;venkovní prostor u budovy;;
306;15;Martínková Aneta;;
306;16;p. Keistová;;
306;17;VW Transp. 3SU 6704 IOP;;1.2.2024
306;18;VW Transp. 5SB 1803 - nová m.1803, uzavřeno;;1.12.2022
306;1803;VW Transp. 5SB 1803 ZKL313 Lysá, přev ADBN 01/25;1.12.2022;
306;4724;VW Transp 6SR 4724, ZKL313, sanita C 2024, IROP925;1.11.2024;
307;1;kuchyně;;
307;2;společenská místnost;;
307;3;pokoj lékařů;;
307;4;sestry;;
307;5;chodba;;
307;6;řidiči;;
307;7;úklidová místnost;;
307;8;garáž;;
307;9;sklad;;
307;10;sanita 2SD 2566 - prázdné, uzavřeno;;1.1.2023
307;11;před budovou;;
307;12;p. Karásek;;
307;13;MUDr. Julák;;
307;14;dekontaminační místnost;;
307;15;WC + sprchový kout;;
307;16;VW Transp. 4SF 0516-nová míst.0516;;1.3.2023
307;0516;VW Transp. 4SF 0516 ZKL325 Městec, do ADBN 01/25;1.1.2023;
307;4696;VW Transp 6SR 4696, ZKL325, sanita C 2024, IROP925;1.11.2024;
313;1;1.08;;1.6.2024
313;2;1.12;;1.6.2024
313;3;1.13;;1.6.2024
313;4;1.14;;1.6.2024
313;5;1.15;;1.6.2024
313;6;1.24;;1.6.2024
313;7;1.25;;1.6.2024
400;1;prim. MUDr. Bráza;;
400;2;vrchní sestra;;
400;3;úklidová místnost (401);;
400;4;sestry - silnice;;
400;5;sestry - dvůr;;
400;6;kuchyň;;
400;7;sklad;;
400;8;řidiči RV;;
400;9;THP;;
400;10;primář;;
400;11;řidiči 421;;
400;12;nájem - Kačenga;;
400;13;řidiči 420;;
400;14;nájem - Kačenga - ordinace;;
400;15;nájem - Kačenga - WC pacienti;;
400;16;nájem - Kačenga - WC;;
400;17;chodba ZZS;;
400;18;lékaři;;
400;19;sklad garáže;;
400;20;mycí box;;
400;21;sklad UKM;;
400;22;garáž I;;
400;23;garáž II;;
400;24;garáž III;;
400;25;garáž IV;;
400;26;garáž V;;
400;27;čistící;;
400;28;sklad dispečink (stř. 430 M. Wolf);;
401;1;pův.denní místnost 401+431, přev.701/401/v01,uzavř;;1.4.2025
401;2;dispečink, 401+431;;
401;3;šatna dispečink (pův. chodba), 431;;
401;4;WC + sprchy, 401+431;;
401;5;kuchyňka (pův.dispečink dopravy) 401+431;;
401;6;výcviková báze;;
401;7;sklad vrchní sestra, 401+431;;
401;8;pokoj - dispečerky, 401+431;;
401;9;nácviková místnost 2 (pův. A. Havelka);;
401;10;zasedací místnost, 431;;
401;11;chodba (pův. sprcha + WC);;
401;12;komora, sklad;;
401;13;sprcha + WC;;
401;14;posilovna;;
401;15;společ.kanc.2 úseky BN401 Kotek+ADBN701 Škarvadová;;
401;16;WC koupelna;;
401;17;Škoda Yeti 2ST 7675  RV 410;;1.2.2024
401;18;auto 4S34690 (vyř.03/13);;1.8.2024
401;19;Š. Fabia 3S5 5228 (auto vyř.08/2022);;1.8.2022
401;21;Š. Octavia 9S8 1474 - přev.místn.1474, uzavřeno;;1.12.2022
401;22;vozík 5S7 8719 (vyř.07/2017);;1.8.2024
401;23;kontejnery HN;;
401;24;Oct. 2S6 2134 (vyř.03/2015);;1.8.2024
401;25;server, 401;;
401;26;Subaru 4S3 7921 záložní (auto vyř.08/2022);;1.8.2022
401;27;Kodiaq 4SY 8122 - přev.míst.8122, uzavřeno;;1.12.2022
401;28;VW KHH 38-39 (vyř.09/2012);;1.8.2024
401;29;převaděč Džbány;;
401;30;VW T5 2SD 2570 - přev.902/436 (vyř.05/23);;1.8.2024
401;31;VW T5 2SD 2571 - přev.místn.2571, uzavřeno;;1.12.2022
401;32;dvůr;;
401;33;pracoviště kriz. připravenosti Benešov, 909;;
401;34;VW Transp. 3SU 6604 IOP - přev.místn.6604,uzavřeno;;1.12.2022
401;35;VW Transp. 3SU 6602 IOP - přev.místn.6602,uzavřeno;;1.12.2022
401;36;krizová sanita 4S3 4691 - přev.701/434, uzavřeno;;1.12.2022
401;37;výcviková báze, 401;;
401;38;garážový přístřešek;;
401;39;Yeti 4SB 2717 - je na 701/701/1056 Šalda, uzavřeno;;1.12.2022
401;40;VW Crafter 4SY 8124 spec-přev.místn.8124,uzavřeno;;1.12.2022
401;v01;kancelář ADBN701 Šalda v budově 401;1.1.2024;
401;v15;společ.kanc.2 úseky ADBN701 Škarvadová+BN401 Kotek;1.1.2024;
401;1474;Š. Octavia 9S8 1474 - REF BN (401), přev.do ADBN;1.12.2022;1.1.2025
401;2571;VW T5 2SD 2571 , ZKL418 (401);1.12.2022;
401;6602;VW Transp. 3SU 6602 , ZKL411 (923) přev.ADBN 03/24;1.12.2022;1.10.2024
401;6604;VW Transp. 3SU 6604 , ZKL412 (923) přev.ADBN 03/24;1.12.2022;1.10.2024
401;7595;Škoda Octavia 2ST 7595;1.12.2024;
401;8120;Kodiaq 4SY 8120 FZŠ, inspektoři provozu BN;1.4.2023;
401;8122;Kodiaq 4SY 8122  RV BN, ZKL410, FZŠ;1.12.2022;
401;8124;VW Crafter 4SY 8124 spec. ZKL419 (909) PKP;1.12.2022;
401;8593;VW Transporter 6SF 8593 / ZKL411 sanita C IROP921;1.12.2023;
401;8604;VW Transporter 6SF 8604 / ZKL412 sanita C IROP921;1.12.2023;
401;8632;VW 7HC kombi 6SU 8632 ZKL410, RV Benešov (401);1.2.2025;
402;1;společenská místnost;;
402;2;pokoj sester;;
402;3;pokoj RV;;
402;4;koupelna + WC;;
402;5;sklad Vlašim;;
402;6;lékařský pokoj;;
402;7;sklad;;
402;8;řidiči I;;
402;9;řidiči II;;
402;10;pokoj sester;;
402;11;WC ženy;;
402;12;sprcha lékaři;;
402;13;sprcha řidiči;;
402;14;sprcha sestry;;
402;15;chodba;;
402;16;-----;;
402;17;-----;;
402;18;řidiči DNRR;;
402;19;sprcha;;
402;20;-----;;
402;21;Yeti 1SU 85 63 - je na 301/301/8563;;1.2.2024
402;22;Jeep 7S3 9808 (auto vyř.10/2022);;1.9.2022
402;23;Subaru 4S3 7921 (auto vyř.08/2022);;1.8.2022
402;24;auto BNJ 02-46 (vyř.07/2007);;
402;25;auto BNI 47-96 (vyř.03/2009);;
402;26;garáž;;
