budt;mist;mistt;zaplf;koplf
701;v9177;VW Transp. 4SB 9177 (dříve 3SU 6702) přev.619/9177;1.1.2024;1.4.2024
701;v9676;VW Transp. 5SC 9676 (dříve 4SF 0522), z PV-Zdiby;1.12.2024;
701;vp2598;VW T5 6U6 2598 - výpůjčka od ZZS UK, záloha ADBN;1.12.2025;
701;vp2917;VW T5 7U0 2917 - výpůjčka od ZZS UK, záloha ADBN;1.12.2025;
902;101;ZZS SK vrátnice (dřív sklad kanc.potřeb 901);;
902;105;nový server přízemí - 2 úseky (901/902/105);;
902;136;ZZS SK chodba přízemí OIT (901);;
902;137;ZZS SK Sybera, Štěpař, Himmel , OIT (901);;
902;138;ZZS SK Holovský R. Wolf M. OIT (901);;
902;139;ZZS SK sklad OIVT (901);;
902;140;ZZS SK WC invalida (901);;
902;201;RLP pokoj vlevo RZP (101) uzavřeno;;1.12.2022
902;202;RLP pokoj vlevo lékaři (101) uzavřeno;;1.12.2022
902;203;RLP pokoj vlevo sestry (101) uzavřeno;;1.12.2022
902;204;RLP pokoj vlevo řidiči (101) uzavřeno;;1.12.2022
902;205;RLP denní místnost (101) uzavřeno;;1.12.2022
902;206;serverovna 1.patro - 2 úseky (901/902/206);1.12.2022;
902;207;OS dispečink (130) přev.budova 904, uzavřeno;;1.12.2022
902;208;OS sklad ZOS (130) přev.budova 904, uzavřeno;;1.12.2022
902;209;OS kuchyňka ZOS (130) pův. CCentrum, přev.904,uzav;;1.12.2022
902;210;OS šatna ZOS (130), přev.budova 904, uzavřeno;;1.12.2022
902;211;Covid 1.patro, Štěpán,Ondrák - 2 úseky (901+130);;
902;212;ZZS SK Bc.Tlustý (2 úseky 901+130);;
902;213;ZZS SK úklid 1. patro (901) UKONČENO;;1.12.2022
902;214;RLP šatna ženy (101) uzavřeno;;1.12.2022
902;215;RLP prádelna (901) uzavřeno;;1.12.2022
902;216;RLP šatna muži (101) uzavřeno;;1.12.2022
902;217;Šulgánová Klára, THP (901), 2 úseky;;
902;218;Chodba 1.patro - 2 úseky - ZZS (901/902/218);;
902;219;RLP WC ženy (101);;1.12.2022
902;220;ZZS Ing.Jindřich Fajka, Ing.R.Grossmannová (901);;
902;221;ZZS Ing.Fajka, dřív Bc.Chochola, uzavřeno;;1.4.2024
902;222;ZZS úklid 1.patro, dříve RLP WC muži (901);;
902;223;RLP schodiště (101);;1.12.2022
902;224;RLP kuchyňka (101) uzavřeno;;1.12.2022
902;225;RLP pokoj vpravo řidiči (101) uzavřeno;;1.12.2022
902;226;RLP pokoj vpravo sestry (101) uzavřeno;;1.12.2022
902;227;RLP pokoj vpravo lékaři (101) uzavřeno;;1.12.2022
902;228;RLP pokoj vpravo sestry (101) uzavřeno;;1.12.2022
902;241;ZZS Bc.Dana Jirsová, Pavlína Stinková (901);;
902;242;OS Fousková J. (130) přev.bud.904, uzavřeno;;1.12.2022
902;301;ZZS MUDr.Sedláček, Mgr.Menšíková (901);;
902;302;ZZS Martina Stolovská, Jana Kraftová (901);;
902;303;ZZS Z.Ciplová, M.Matoušová, A.Kršková (901);;
902;304;ZZS D.Kloták, E.Horáková, L.Škornová (901);;
902;305;ZZS podatelna, nové 2025/09 (901);;
902;306;ZZS ředitel MUDr.Rusý, D.Kvapilová, MUDr.Beranová;;
902;307;ZZS zasedací místnost velká, kuchyňka (901);;
902;308;ZZS Bc.Hylebrant, Bc.Nováková tisk.mluvčí (901);;
902;309;ZZS M.Slezáčková, K.Veselá DiS (901);;
902;310;ZZS ved.odd.úč.a rozp. (901);;
902;311;ZZS Bc.Štěpánka Kachlířová DiS, Marie Tůmová (901);;
902;312;ZZS náměstek NLP Mgr.Vít Dvořák (901);;
902;313;ZZS V.Aulická, M.Křížová,T.Brodecká (901);;
902;314;ZZS Ing.T.Bezoušková (901);;
902;315;ZZS ekon.náměstkyně Ing.Tereza Balousová (901);;
902;316;ZZS H.Broučková, J.Zahrádková, Z.Kosprtová (901);;
902;317;ZZS KP, Ing.Nikola Konopásková (901);1.7.2022;
902;318;ZZS veř.zak-Ing.Steklá Michaela (901);;
902;319;ZZS veř.zak-Wlachová,Doksanská, a rozpočtáři (901);;
902;320;ZZS trezorovna, sklad OOPP (901);;
902;321;ZZS WC muži (901);;
902;322;ZZS chodba 2.patro (901);;
902;323;ZZS WC ženy (901);;
902;324;ZZS kuchyňka II.p, nové 2025/09 (901);1.9.2025;
902;325;ZZS Ing.Nováková audit, nové 2025/09 (901);;
902;326;ZZS právník (901);;
902;327;ZZS Mgr.Lucie Poláčková (901);;
902;328;ZZS Bc.Kateřina Pávková (901);;
902;400;ZZS SK sklad hlavní sestra V.Dvořák (901);;
902;401;ZZS SK před budovou (901);;
902;402;Octavia 9S8 1676 (901)-přev.202/1676-uzavřeno;;1.12.2022
902;403;RLP garáže OS Kladno (101) uzavřeno;;1.12.2022
902;404;ZZS SK úklid šatna zvenku (901);;
902;405;ZZS SK vrátnice (901) - UZAVŘENO;;1.8.2022
902;406;ZZS SK garáž - dílna Šulgán (901);;
902;407;ZZS SK Odborová organizace (901) imag.;;1.9.2025
902;408;garáž Pellichová J. (901), Chocholová J. (101);;
902;409;ZZS SK chodba přízemí - hlavní vchod (901);;
902;410;Letecká záchr. služba (901);;1.9.2025
902;411;ASČR Zbraslav (901);;1.9.2025
902;412;ZZS OIVT Ing.Černohorský, Ing.Jonášová, přízemí;;
902;413;ZZS SK WC úklid přízemí (901);;
902;414;ZZS SZM Zoltán Kyláczko (901);;
902;415;VW Crafter 3SJ 3830 (od 07/22 míst.3830) UKONČENO;;1.7.2022
902;416;ZZS SK budova Vančurova 1544 (901);;
902;417;ZZS SK J. Pleva (901) imag.;;
902;418;ZZS SK M. Vojta (901) imag.UZAVŘENO;;1.3.2025
902;419;ZZS SK server (901) virtuální m.-zrušeno, přev.206;;1.10.2023
902;420;ZZS SK Wolf - sklad odmontovaného DDM z vyřaz.aut;;
902;421;ZZS SK mobil. telefony, tablety (901);;
902;422;výměník ZOS - budova 902 UZAVŘENO;;1.11.2024
902;423;ZZS SK Nemocnice Kladno (901);;1.9.2025
902;424;ZZS SK Octavia 9S8 12 92 - prázdná místnost;;
902;425;ZZS SK Octavia 8S4 1908 (auto vyř.05/2022) - prázd;;1.5.2022
902;426;ZZS SK Passat PBI 75-33 OIVT - prázdná;;1.2.2024
902;427;ZZS SK VW Tr. 7S6 8652 (901) - (auto vyř.05/2022);;
902;428;ZZS SK Šulgán Š. (901) imag.PRÁZDNÉ,UZAVŘENO;;1.11.2024
902;429;ZZS SK Sanitar s. r. o. Kladno (901);;1.9.2025
902;430;ZZS SK Peugeot 1S7 7672 prázdná místnost;;
902;431;ZZS SK VW Mult. 3S8 44 43 (auto vyř.05/2022) prázd;;1.9.2022
902;432;ZZS SK VW Mult. 7S0 6939 (od 07/22 míst.6939) práz;;1.9.2022
902;433;ZZS SK OIVT software (901);;
902;434;ZZS SK Fabia 1SR 7186 (pův. 5S0 2835)(vyř.05/2022);;1.5.2022
902;435;ZZS SK Kačengovi ordinace s. r. o., Benešov (901);;1.9.2025
902;436;ZZS SK Nemocnice Mladá Boleslav (901);;1.9.2025
902;437;ZZS SK TRANS HOSPITAL Řevnice (901);;1.9.2025
902;438;ZZS SK SK Kladno a. s. (901);;1.9.2025
902;439;ZZS SK Rallye rejvíz, o. s. (901);;1.9.2025
902;440;ZZS SK Sbor dobrovolných hasičů Zdice (901);;1.9.2025
902;441;ZZS SK Fabia 9S8 1557 (auto vyř.05/2022);;1.9.2022
902;442;Středočeský kraj č.0051 (901);;
902;443;Nemocnice R a S Benešov (901);;1.9.2025
902;444;ASČR Kralupy n/Vlt (901);;1.9.2025
902;445;Octavia 7S3 9870 -prázdná;;1.9.2022
902;446;ZZS SK Fabia 3S5 5228 (auto vyř.05/2022);;1.5.2022
902;447;Octavia 6S0 0116 (auto vyř.06/2022);;1.6.2022
902;448;Ford Tr. 2S5 5565 (901);;
902;449;mobilní telefony PKP (901);;
902;450;VW T5 2SD 25 98 (901) - nepoužívat, VYŘAZENO;;1.12.2017
902;451;ZZS SK stanoviště - nepoužívat, ZRUŠENO;;1.8.2022
902;452;ZZS SK  ČESKÝ ČERVENÝ KŘÍŽ Příbram (901);;1.9.2025
902;453;RLP MUDr. Šeblová - nepoužívat, prázdné, ZRUŠENO;;1.8.2022
902;454;ZZS SK Burda J. kurýr (901) PRÁZDNÉ,UZAVŘENO;;1.11.2024
902;455;ZZS SK AERO Vodochody AEROSPACE a. s. (901);;1.9.2025
902;456;ZZS SK  E. R. S. (901) PRÁZDNÉ,UZAVŘENO;;1.11.2024
902;457;RLP VW 2SD 25 81 XXL/113 (101), UZAVŘENO;;1.11.2024
902;458;ZZS SK Octavia 8S4 1907, přev.ME, UZAVŘENO;;1.11.2024
902;459;MOS Fiat Ducato 4SB 0155 (130) přev.904/0155,uzavř;;1.12.2022
902;460;Obl. nemocnice Příbram (901);;1.9.2025
902;461;UKM (901), PRÁZDNÉ, UZAVŘENO;;1.11.2024
902;462;ORP Centrum s. r. o. (901), PRÁZDNÉ, UZAVŘENO;;1.11.2024
902;463;JSDH Rožmitál pod Třemšínem (901);;1.9.2025
902;464;Městská policie Milovice (901);;1.9.2025
902;465;Městská policie Karlštejn (901);;1.9.2025
902;466;Městská policie Votice (901);;1.9.2025
902;467;HZS Jílové u Prahy (901);;1.9.2025
902;468;HZS Hořovice (901);;1.9.2025
902;469;HZS Rakovník (901);;1.9.2025
902;470;Městská policie Vlašim (901);;1.9.2025
902;471;Městská policie Brandýs n. Labem (901);;1.9.2025
902;472;JSDH Roztoky u Křivoklátu (901);;1.9.2025
902;473;ZZS Libereckého kraje (901);;1.9.2025
902;474;Městská policie Kutná Hora (901);;1.9.2025
902;475;Městská policie Kralupy n/Vltavou (901);;1.9.2025
902;476;OS Sedláčková Patricia (901);;1.12.2022
902;477;Městská policie Mnichovo Hradiště (901);;1.9.2025
902;478;Městská policie Bystřice (901);;1.9.2025
902;479;Městská policie Dobříš (901);;1.9.2025
902;480;JSDH Dobrovice (901);;1.9.2025
902;481;JSDH Lužná (901);;1.9.2025
902;482;Kraj. ředitelství policie SK (901);;1.9.2025
902;483;Městská policie Žebrák (901);;1.9.2025
902;484;Městská policie Slaný (901);;1.9.2025
902;485;SOŠ a SOU Dubská Kladno (901);;1.9.2025
902;486;Městská policie Bakov nad Jizerou (901);;1.9.2025
902;487;Obecní policie Velký Osek (901);;1.9.2025
902;488;Městská policie Sedlčany (901);;1.9.2025
902;489;Octavia KHH 85-25 (auto vyř.06/2022);;1.6.2022
902;490;Městská policie Český Brod (901);;1.9.2025
902;491;Městská policie Mělník (901);;1.9.2025
902;492;HZS Středočeského kraje (901);;1.9.2025
902;493;Ing. Jiří Pokorný, inspektor provozu (901);;
902;494;Městská policie Zruč n/Sázavou (901);;1.9.2025
902;495;Městská policie Hostivice (901);;1.9.2025
902;496;Městská policie Kolín (901);;1.9.2025
902;497;Městská policie Mladá Boleslav (901);;1.9.2025
902;498;JSDH Jesenice (901);;1.9.2025
902;499;Městská policie Beroun (901);;1.9.2025
902;500;JSDH Chyňava (901);;1.9.2025
902;501;Kopelent Pavel - nepoužívat, ZRUŠENO;;1.8.2022
902;502;JSDH Čechtice (901);;1.9.2025
902;503;sklad Ing.N.Konopásková, dříve Ing.Vachek (909);;
902;504;Městská policie Černošice (901);;1.9.2025
902;505;Subaru 9S8 1022 OIVT (901) (auto vyř.05/2022);;1.5.2022
902;506;Škoda Kodiag 3SJ 3909 FZŠ (101) přev.903, uzavřeno;;1.12.2022
902;507;2SD 2556/115(101) přev.903/2556, uzavřeno;;1.12.2022
902;508;9S5 0680/121 (101) - zapůjčeno ZS ČR míst.527;;1.12.2022
902;509;----;;1.12.2022
902;510;3SZ 4976/118 (101) přev.903/4976, uzavřeno;;1.12.2022
902;511;VW Transp. 3SU 6603 (101) přev.903/6603, uzavřeno;;1.12.2022
902;512;IOP (923, inventarizovat s 901);;
902;513;Obecní policie Líbeznice (901);;1.9.2025
902;514;Městská policie Jesenice (901);;1.9.2025
902;515;JSDH Neveklov (901);;1.9.2025
902;516;Městská policie Kosmonosy (901);;1.9.2025
902;517;JSDH Sedlec-Prčice (901);;1.9.2025
902;518;Městská policie Hořovice (901);;1.9.2025
902;519;Městská policie Veltrusy (901);;1.9.2025
902;520;Městská policie Úvaly (901);;1.9.2025
902;521;VW T6 3SV 7626 (901) (od 07/22 míst.7626);;1.7.2022
902;522;CELNÍ ÚŘAD pro SčK (901);;1.9.2025
902;523;Městská policie Benešov (901);;1.9.2025
902;524;ČVUT v Praze, fakulta Kladno (901);;1.9.2025
902;525;Městská spol.sport.a rekr. areály Ml. Bol. (901);;1.9.2025
902;526;2SD 2597 školící vozidlo - Hylebrant M., nově 2579;;1.4.2024
902;527;Záchranný sbor ČR (901);;1.9.2025
902;528;JSDH Kolešov (901);;1.9.2025
902;529;Městská policie Odolena Voda (901);;1.9.2025
902;530;Město Sadská, JSDH Sadská (901);;1.9.2025
902;531;JSDH Čerčany (901);;1.9.2025
902;532;SDH Turkovice (901);;1.9.2025
902;533;sklad  Vachek J. (901);;
902;534;Octavia 9S8 1292 OIVT (901) převod Beroun, uzavřen;;1.11.2022
902;535;Městská policie Březnice (901);;1.9.2025
902;536;Jindřich Havelka kotrolor provozu (901);;
902;537;VW Crafter 3SJ 3830 FZŠ-prázdná, UKONČENO;;1.10.2022
902;538;Autoklub v AČR Slaný (901);;1.9.2025
902;539;Medical service Davepo s.r.o. (901);;1.9.2025
902;540;nová vozidla - výbava do vozidel před zařazením;;
902;541;MUDr. Sirotek P., plastická chirurgie (901);;1.9.2025
902;542;Yeti 1SK 3710 (auto vyř.10/2022);;1.5.2022
902;543;Yeti 1SU 8564 OIVT, chyba, zrušeno;;1.1.2023
902;544;Foubíková Helena, kancelář (901);;
902;545;Obl. nemocnice Kolín (901);;1.9.2025
902;546;VW 5SE 9098 FZŠ 112 (101) přev.903/9098, uzavřeno;;1.12.2022
902;547;Město Mšeno, JSDH Mšeno (901);1.4.2022;1.9.2025
902;548;Ubytovna Fr.Kloze - UKRAJINA (919);1.4.2022;
902;549;byt Kladno, Komenského (130) přev.bud.904,uzavřeno;1.9.2022;1.12.2022
902;550;Ubytovna Fr.Kloze - školící místnost (901);1.12.2022;
902;551;Team 14 (909,901);1.11.2025;
902;OL01;operativní leasing 2024 Raiffeisen 7x REF Hyundai;1.11.2024;
902;OL02;operativní leasing 2025-28 Drivalia 11xREF Hyundai;1.12.2025;
902;2038;Škoda Octavia 7A4 2038 (převod od PČR PK);1.2.2024;
902;2254;Škoda Superb 5SJ 2254, všeobecné REF ŘZZS;1.5.2025;
902;2326;MB Vito 5SL 2326 FZŠ (101) přev.903/2326, uzavřeno;1.8.2022;1.12.2022
902;2559;VW Transp 2SD 2559 kurýr, Šulgán;1.9.2023;
902;2597;VW Transp 2SD 2597 REF školící Hylebrand;1.4.2024;
902;3217;Škoda Octavia 1E2 3217 (převod od PČR PK);1.2.2024;
902;3437;Škoda Octavia 3SJ 3437 (901) převod KO;1.7.2022;1.1.2025
902;3646;Škoda Superb 3SJ 3646 (901);1.7.2022;
902;3708;Škoda Yeti 1SK 3708 (901);1.7.2022;
902;3711;Škoda Yeti 1SK 3711 (901);1.7.2022;1.2.2024
902;3830;VW Crafter 3SJ 3830  (101) přev.903/3830, uzavřeno;1.7.2022;1.12.2022
902;4821;Škoda Octavia 1AX 4821 (převod od PČR PK);1.2.2024;
902;5121;Škoda Superb 3SJ 5121 (901);1.7.2022;
902;5141;Škoda Superb 3SJ 5141 (901 J.Roth) přev.701;1.7.2022;
902;5632;Škoda Superb 5SY 5632 dosah.vel. (901);1.1.2023;
902;5707;Škoda Octavia 2SZ 5707 (901, mluvčí MN) přev NB;1.7.2022;1.1.2025
902;5776;Škoda Karoq 5SY 5776 dosah.ref. (901);1.1.2023;
902;6322;Škoda Octavia 3SI 6322 (901) převod ME;1.7.2022;1.1.2025
902;6323;Škoda Octavia 2SI 6323 (901, Stinková) přev.BE;1.7.2022;
902;6524;VW Tran-Kombi 6SJ 6524 černé víceúčel.FIN/KP (909);1.4.2024;
902;6571;Škoda Karoq 6SJ 6571 bílé velitelské FIN/KP (909);1.3.2024;
902;6939;VW Multivan 7S0 6939 (901) do 10/25;1.7.2022;1.11.2025
902;7048;Škoda Yeti 2SI 7048 (901) Krumphanzl smlouva;1.7.2022;
902;7222;VW Transp 5SK 7222 FZŠ (101) přev.903/7222, uzavře;1.9.2022;1.12.2022
902;7358;Škoda Octavia 2SY 7358 (901) přev.701/916 08/23;1.7.2022;
902;7594;Škoda Octavia 2ST 7594 (901)-přev.701/998;1.7.2022;
902;7595;Škoda Octavia 2ST 7595 (901 Himmel) přev.401;1.7.2022;
902;7626;VW Transporter 3SV 7626 (901);1.7.2022;
902;8564;Š.Yeti 1SU 8564, R.Holovský;1.10.2024;
902;8773;Škoda Karoq 6SL 8773, ref.Tlustý, FZŠ;1.6.2024;
902;9089;Škoda Yeti 3SE 9089 (901);1.7.2022;
902;9674;Škoda Octavia 2S8 9674 Štěpař;1.9.2023;
902;vp1903;MB Sprinter 1BV 1903 - výpůjčka od ZZS JMK;1.9.2025;1.10.2025
902;vp4903;MB Sprinter 1BI 4903 - výpůjčka od ZZS JMK;1.9.2025;1.10.2025
902;100601;ZZS Hl.města Prahy - výpůjčky;1.12.2022;1.9.2025
902;100602;Energie stavební a báňská, Záchr.st.Pha - výpůjčk;1.1.2023;1.9.2025
903;201;RLP pokoj vlevo RZP (101);1.12.2022;
903;202;RLP pokoj vlevo lékaři (101);1.12.2022;
903;203;RLP pokoj vlevo sestry (101);1.12.2022;
903;204;RLP pokoj vlevo řidiči (101);1.12.2022;
903;205;RLP denní místnost (101);1.12.2022;
903;214;RLP šatna ženy (101);1.12.2022;
903;215;RLP prádelna (101), 2 úseky;1.12.2022;
903;216;RLP šatna muži (101);1.12.2022;
903;217;RLP vrch.sestra, ved.řidičů (101), 2 úseky;1.12.2022;
903;218;Chodba 1.patro - 2 úseky - RLP (101/903/218);1.12.2022;
903;219;RLP WC ženy (101);1.12.2022;
903;220;RLP primář MUDr.Rybáček (101) uzavřeno;1.12.2022;1.4.2024
903;221;RLP primář MUDr.Rybáček (101);1.4.2024;
903;223;RLP schodiště (101);1.12.2022;
903;224;RLP kuchyňka (101);1.12.2022;
903;225;RLP pokoj vpravo řidiči (101);1.12.2022;
903;226;RLP pokoj vpravo sestry (101);1.12.2022;
903;227;RLP pokoj vpravo lékaři (101);1.12.2022;
903;228;RLP pokoj vpravo sestry (101);1.12.2022;
903;403;RLP garáže OS Kladno (101);1.12.2022;
903;408;garáž Chocholová J. (101), Pellichová J. (901);1.12.2022;
903;0523;VW Transp 4SF 0523 RZP3, ZKL115;1.4.2024;
903;1807;VW Transp. 5SB 1807 ZKL118, záloha Kladno;1.8.2025;
903;2326;MB Vito 5SL 2326 RV, ZKL110, FZŠ, do 12/25;1.12.2022;
903;2556;VW Transp 2SD 2556 RZP, ZKL115, převod 701 05/24;1.12.2022;
903;2810;MAN TGE 7SF 2810 - Kladno;1.3.2026;
903;3830;VW Crafter 3SJ 3830 HN, ZKL888, FZŠ;1.12.2022;
903;3909;Š.Kodiaq 3SJ 3909 inspektor, ZKL130, FZŠ;1.12.2022;
903;4807;VW Transp 6SR 4807, ZKL111, sanita C 2024, IROP925;1.11.2024;
903;4976;VW Transp 3SZ 4976 RZP, ZKL118, přev.701/968 01/23;1.12.2022;1.1.2023
903;6603;VW Transp 3SU 6603 RZP novorozenci, ZKL111, IOP923;1.12.2022;
903;72EP;VW Multivan EL7 72EP, RLP, ZKL110, FZŠ2023;1.11.2025;
903;7222;VW Transp 5SK 7222 RZP1, ZKL113, FZŠ;1.12.2022;
903;8561;Š.Yeti 1SU 8561 REF, přev.ADBN 10/25;1.12.2022;
903;9098;VW Transp 5SE 9098 RZP2, ZKL112, FZŠ;1.12.2022;
903;vp1903;MB Sprinter 1BV 1903 - výpůjčka od ZZS JMK;1.10.2025;
904;105;nový server přízemí - 2 úseky (130/904/105);1.12.2022;
904;206;serverovna 1.patro - 2 úseky (130/904/206);1.12.2022;
904;207;ZOS dispečink (130);1.12.2022;
904;208;ZOS sklad (130);1.12.2022;
904;209;ZOS kuchyňka (130);1.12.2022;
904;210;ZOS šatna (130);1.12.2022;
904;211;Covid 1.patro, ZOS (2 úseky 130+901);1.12.2022;
904;212;ZOS Mgr.Bc.Čižmárik (2 úseky 130+901);1.10.2023;
904;213;ZOS čelní kancelář Sedláčková (130);1.12.2022;
904;215;RLP prádelna (130), 2 úseky;1.2.2025;
904;242;ZOS vedoucí Labuťová Kateřina (130);1.12.2022;
904;319;zasedací místnost malá - 2 úseky (130/904/319)-vyp;1.12.2022;
904;412;kuchyňka ZOS přízemí - UZAVŘENO;1.12.2022;1.11.2024
904;422;výměník ZOS (130);1.12.2022;
904;549;byt Kladno, Komenského (130);1.12.2022;
904;550;Ubytovna Fr.Kloze - školící místnost (130);1.10.2025;
904;0155;Fiat Ducato 4SB 0155 mobilní oper.stř. (MOS);1.12.2022;
905;407;ZZS SK Odborová organizace (901) imag.;1.9.2025;
905;410;Letecká záchr. služba (901);1.9.2025;
905;411;ASČR Zbraslav (901);1.9.2025;
905;423;ZZS SK Nemocnice Kladno (901);1.9.2005;
905;429;ZZS SK Sanitar s. r. o. Kladno (901);1.9.2025;
905;435;ZZS SK Kačengovi ordinace s. r. o., Benešov (901);1.9.2025;
905;436;ZZS SK Nemocnice Mladá Boleslav (901);1.9.2025;
905;437;ZZS SK TRANS HOSPITAL Řevnice (901);1.9.2025;
905;438;ZZS SK SK Kladno a. s. (901);1.9.2025;
905;439;ZZS SK Rallye rejvíz, o. s. (901);1.9.2025;
905;440;ZZS SK Sbor dobrovolných hasičů Zdice (901);1.9.2025;
905;443;Nemocnice R a S Benešov (901);1.9.2025;
905;444;ASČR Kralupy n/Vlt (901);1.9.2025;
905;452;ZZS SK  ČESKÝ ČERVENÝ KŘÍŽ Příbram (901);1.9.2025;
905;455;ZZS SK AERO Vodochody AEROSPACE a. s. (901);1.9.2025;
905;460;Obl. nemocnice Příbram (901);1.9.2025;
905;463;JSDH Rožmitál pod Třemšínem (901);1.9.2025;
905;464;Městská policie Milovice (901);1.9.2025;
905;465;Městská policie Karlštejn (901);1.9.2025;
905;466;Městská policie Votice (901);1.9.2025;
905;467;HZS Jílové u Prahy (901);1.9.2025;
905;468;HZS Hořovice (901);1.9.2025;
905;469;HZS Rakovník (901);1.9.2025;
905;470;Městská policie Vlašim (901);1.9.2025;
905;471;Městská policie Brandýs n. Labem (901);1.9.2025;
905;472;JSDH Roztoky u Křivoklátu (901);1.9.2025;
905;473;ZZS Libereckého kraje (901);1.9.2025;
905;474;Městská policie Kutná Hora (901);1.9.2025;
905;475;Městská policie Kralupy n/Vltavou (901);1.9.2025;
905;477;Městská policie Mnichovo Hradiště (901);1.9.2025;
905;478;Městská policie Bystřice (901);1.9.2025;
905;479;Městská policie Dobříš (901);1.9.2025;
905;480;JSDH Dobrovice (901);1.9.2025;
905;481;JSDH Lužná (901);1.9.2025;
905;482;Kraj. ředitelství policie SK (901);1.9.2025;
905;483;Městská policie Žebrák (901);1.9.2025;
905;484;Městská policie Slaný (901);1.9.2025;
905;485;SOŠ a SOU Dubská Kladno (901);1.9.2025;
905;486;Městská policie Bakov nad Jizerou (901);1.9.2025;
905;487;Obecní policie Velký Osek (901);1.9.2025;
905;488;Městská policie Sedlčany (901);1.9.2025;
905;490;Městská policie Český Brod (901);1.9.2025;
905;491;Městská policie Mělník (901);1.9.2025;
905;492;HZS Středočeského kraje (901);1.9.2025;
905;494;Městská policie Zruč n/Sázavou (901);1.9.2025;
905;495;Městská policie Hostivice (901);1.9.2025;
905;496;Městská policie Kolín (901);1.9.2025;
905;497;Městská policie Mladá Boleslav (901);1.9.2025;
905;498;JSDH Jesenice (901);1.9.2025;
905;499;Městská policie Beroun (901);1.9.2025;
905;500;JSDH Chyňava (901);1.9.2025;
905;502;JSDH Čechtice (901);1.9.2025;
905;504;Městská policie Černošice (901);1.9.2025;
905;513;Obecní policie Líbeznice (901);1.9.2025;
905;514;Městská policie Jesenice (901);1.9.2025;
905;515;JSDH Neveklov (901);1.9.2025;
905;516;Městská policie Kosmonosy (901);1.9.2025;
905;517;JSDH Sedlec-Prčice (901);1.9.2025;
905;518;Městská policie Hořovice (901);1.9.2025;
905;519;Městská policie Veltrusy (901);1.9.2025;
905;520;Městská policie Úvaly (901);1.9.2025;
905;522;CELNÍ ÚŘAD pro SčK (901);1.9.2025;
905;523;Městská policie Benešov (901);1.9.2025;
905;524;ČVUT v Praze, fakulta Kladno (901);1.9.2025;
905;525;Městská spol.sport.a rekr. areály Ml. Bol. (901);1.9.2025;
905;527;Záchranný sbor ČR (901);1.9.2025;
905;528;JSDH Kolešov (901);1.9.2025;
905;529;Městská policie Odolena Voda (901);1.9.2025;
905;530;Město Sadská, JSDH Sadská (901);1.9.2025;
905;531;JSDH Čerčany (901);1.9.2025;
905;532;SDH Turkovice (901);1.9.2025;
905;535;Městská policie Březnice (901);1.9.2025;
905;538;Autoklub v AČR Slaný (901);1.9.2025;
905;539;Medical service Davepo s.r.o. (901);1.9.2025;
905;541;MUDr. Sirotek P., plastická chirurgie (901);1.9.2025;
905;545;Obl. nemocnice Kolín (901);1.9.2025;
905;547;Město Mšeno, JSDH Mšeno (901);1.9.2025;
905;601;ZZS Hl.města Prahy - výpůjčky;1.9.2025;
905;602;Energie stavební a báňská, Záchr.st.Pha - výpůjčk;1.9.2025;
905;100602;Energie stavební a báňská, Záchr.st.Pha - výpůjčk;;
930;1;vstupní chodba;1.3.2024;
930;2;společenská místnost;1.3.2024;
930;3;ložnice;1.3.2024;
930;4;WC;1.3.2024;
930;5;sprcha;1.3.2024;
930;6;sklad;1.3.2024;
930;4823;VW Transporter 6SN 4823, ZKL108, sanita C, FZŠ;1.8.2024;
930;6603;VW Transp 3SU 6603 RZP novorozenci, ZKL109, IOP923;1.11.2024;
930;8993;VW Crafter 7J5 8993 RZP novorozenci, přev.107;1.5.2024;1.8.2025
